,Text
41,"<td colspan=""3"">+3 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If that Bakugan is holding <a href=""/wiki/Shield"" title=""Shield""><img alt=""Battle Planet Shield Symbol.png"" data-file-height=""125"" data-file-width=""93"" height=""27"" src=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/20px-Battle_Planet_Shield_Symbol.png"" srcset=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/30px-Battle_Planet_Shield_Symbol.png 1.5x, /images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/40px-Battle_Planet_Shield_Symbol.png 2x"" width=""20""/></a>, + <a href=""/wiki/DoubleStrike"" title=""DoubleStrike""><img alt=""Double Strike Icon.png"" data-file-height=""2175"" data-file-width=""2280"" height=""24"" src=""/images/thumb/8/8b/Double_Strike_Icon.png/25px-Double_Strike_Icon.png"" srcset=""/images/thumb/8/8b/Double_Strike_Icon.png/38px-Double_Strike_Icon.png 1.5x, /images/thumb/8/8b/Double_Strike_Icon.png/50px-Double_Strike_Icon.png 2x"" width=""25""/></a> (This Bakugan deals twice the damage printed on Victor).
</p>
</td>"
42,"<td colspan=""3"">+400 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p><i><a href=""/wiki/Fury_(Battle_Planet)"" title=""Fury (Battle Planet)"">Fury</a>:</i> If you have no cards in hand, +8 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>.
</p>
</td>"
43,"<td colspan=""3"">Make a <a href=""/wiki/Pyrus#Reboot"" title=""Pyrus""><img alt=""Pyrus"" data-file-height=""100"" data-file-width=""100"" height=""21"" src=""/images/thumb/6/6c/Bbp_pyrus.png/21px-Bbp_pyrus.png"" srcset=""/images/thumb/6/6c/Bbp_pyrus.png/32px-Bbp_pyrus.png 1.5x, /images/thumb/6/6c/Bbp_pyrus.png/42px-Bbp_pyrus.png 2x"" width=""21""/></a><span style=""padding-left: 0.25em;""> </span><a href=""/wiki/Pyrus#Reboot"" title=""Pyrus"">Pyrus</a> attack for 1 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> and you may <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> your Bakugan.
</td>"
44,"<td colspan=""3"">You must <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> your Bakugan.
<p>If you open on the <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a>, the next card you play this turn costs 3<a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> less to play.
</p>
</td>"
45,"<td colspan=""3"">+4 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If that Bakugan is holding <a href=""/wiki/Fist"" title=""Fist""><img alt=""Battle Planet Fist Symbol.png"" data-file-height=""90"" data-file-width=""125"" height=""14"" src=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/20px-Battle_Planet_Fist_Symbol.png"" srcset=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/30px-Battle_Planet_Fist_Symbol.png 1.5x, /images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/40px-Battle_Planet_Fist_Symbol.png 2x"" width=""20""/></a>, +8 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> instead.
</p>
</td>"
46,"<td colspan=""3"">Remove an enemy Bakugan's BakuCore and <a href=""/wiki/Negate"" title=""Negate"">negate</a> its effect. You place the BakuCore onto the Field face down.
<p>If one of your Bakugan is holding a <a href=""/wiki/Fist"" title=""Fist""><img alt=""Battle Planet Fist Symbol.png"" data-file-height=""90"" data-file-width=""125"" height=""14"" src=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/20px-Battle_Planet_Fist_Symbol.png"" srcset=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/30px-Battle_Planet_Fist_Symbol.png 1.5x, /images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/40px-Battle_Planet_Fist_Symbol.png 2x"" width=""20""/></a>, draw a card.
</p>
</td>"
47,"<td colspan=""3"">Draw two cards.
<p><i><a href=""/wiki/Turbo"" title=""Turbo"">Turbo</a>:</i> If you have the most Energy cards in play, give an opposing Bakugan -700 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>.
</p>
</td>"
48,"<td colspan=""3"">-200 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>
<p><i><a href=""/wiki/Turbo"" title=""Turbo"">Turbo</a>:</i> If you have the most Energy cards in play, -400 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> instead.
</p>
</td>"
49,"<td colspan=""3"">Energize each card in your discard pile uncharged.
</td>"
50,"<td colspan=""3"">You must <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> your Bakugan.
<p>If you open on the Reroll, that Bakugan gets +10 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a> and + <a href=""/wiki/ShadowStrike"" title=""ShadowStrike""><img alt=""ShadowStrike Icon.png"" data-file-height=""2165"" data-file-width=""1712"" height=""32"" src=""/images/thumb/0/02/ShadowStrike_Icon.png/25px-ShadowStrike_Icon.png"" srcset=""/images/thumb/0/02/ShadowStrike_Icon.png/38px-ShadowStrike_Icon.png 1.5x, /images/thumb/0/02/ShadowStrike_Icon.png/50px-ShadowStrike_Icon.png 2x"" width=""25""/></a> (This Bakugan's stats cannot be reduced)
.
</p>
</td>"
51,"<td colspan=""3"">+4 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>Recharge your Energy cards.
</p>
</td>"
52,"<td colspan=""3"">+2 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
</td>"
53,"<td colspan=""3"">Energize this uncharged and you <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> your Bakugan.
</td>"
54,"<td colspan=""3"">+2 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If that Bakugan is holding <a href=""/wiki/Fist"" title=""Fist""><img alt=""Battle Planet Fist Symbol.png"" data-file-height=""90"" data-file-width=""125"" height=""14"" src=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/20px-Battle_Planet_Fist_Symbol.png"" srcset=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/30px-Battle_Planet_Fist_Symbol.png 1.5x, /images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/40px-Battle_Planet_Fist_Symbol.png 2x"" width=""20""/></a>, Energize this uncharged.
</p>
</td>"
55,"<td colspan=""3"">-800 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> to the opposing Bakugan and you may <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a> your Bakugan.
</td>"
56,"<td colspan=""3"">-6 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
<p>If one of your Bakugan is holding <a href=""/wiki/Shield"" title=""Shield""><img alt=""Battle Planet Shield Symbol.png"" data-file-height=""125"" data-file-width=""93"" height=""27"" src=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/20px-Battle_Planet_Shield_Symbol.png"" srcset=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/30px-Battle_Planet_Shield_Symbol.png 1.5x, /images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/40px-Battle_Planet_Shield_Symbol.png 2x"" width=""20""/></a>, draw a card.
</p>
</td>"
57,"<td colspan=""3"">-200 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a> and -2 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>
</td>"
58,"<td colspan=""3"">The opposing Bakugan must <a href=""/wiki/Reroll"" title=""Reroll"">Reroll</a>.
</td>"
59,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Shield"" title=""Shield""><img alt=""Battle Planet Shield Symbol.png"" data-file-height=""125"" data-file-width=""93"" height=""27"" src=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/20px-Battle_Planet_Shield_Symbol.png"" srcset=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/30px-Battle_Planet_Shield_Symbol.png 1.5x, /images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/40px-Battle_Planet_Shield_Symbol.png 2x"" width=""20""/></a> or <a href=""/wiki/Helix"" title=""Helix""><img alt=""Battle Planet Helix Symbol.png"" data-file-height=""125"" data-file-width=""92"" height=""27"" src=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/20px-Battle_Planet_Helix_Symbol.png"" srcset=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/30px-Battle_Planet_Helix_Symbol.png 1.5x, /images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/40px-Battle_Planet_Helix_Symbol.png 2x"" width=""20""/></a>.
</td>"
60,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Fist"" title=""Fist""><img alt=""Battle Planet Fist Symbol.png"" data-file-height=""90"" data-file-width=""125"" height=""14"" src=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/20px-Battle_Planet_Fist_Symbol.png"" srcset=""/images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/30px-Battle_Planet_Fist_Symbol.png 1.5x, /images/thumb/4/4f/Battle_Planet_Fist_Symbol.png/40px-Battle_Planet_Fist_Symbol.png 2x"" width=""20""/></a>.
</td>"
61,"<td colspan=""3"">Flip a coin. If heads, stop the attack.
</td>"
62,
63,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Magic_Shield"" title=""Magic Shield""><img alt=""Battle Planet MagicShield Symbol.png"" data-file-height=""125"" data-file-width=""105"" height=""24"" src=""/images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/20px-Battle_Planet_MagicShield_Symbol.png"" srcset=""/images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/30px-Battle_Planet_MagicShield_Symbol.png 1.5x, /images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/40px-Battle_Planet_MagicShield_Symbol.png 2x"" width=""20""/></a>.
</td>"
64,"<td colspan=""3"">Your opponent reveals his or her hand and you choose and <a href=""/wiki/Action_Card"" title=""Action Card"">Action Card</a>. They must discard it.
</td>"
65,
66,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Flaming_Fist"" title=""Flaming Fist""><img alt=""Battle Planet FlamingFist Symbol.png"" data-file-height=""92"" data-file-width=""125"" height=""15"" src=""/images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/20px-Battle_Planet_FlamingFist_Symbol.png"" srcset=""/images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/30px-Battle_Planet_FlamingFist_Symbol.png 1.5x, /images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/40px-Battle_Planet_FlamingFist_Symbol.png 2x"" width=""20""/></a> or <a href=""/wiki/Magic_Shield"" title=""Magic Shield""><img alt=""Battle Planet MagicShield Symbol.png"" data-file-height=""125"" data-file-width=""105"" height=""24"" src=""/images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/20px-Battle_Planet_MagicShield_Symbol.png"" srcset=""/images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/30px-Battle_Planet_MagicShield_Symbol.png 1.5x, /images/thumb/0/06/Battle_Planet_MagicShield_Symbol.png/40px-Battle_Planet_MagicShield_Symbol.png 2x"" width=""20""/></a>.
</td>"
67,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Helix"" title=""Helix""><img alt=""Battle Planet Helix Symbol.png"" data-file-height=""125"" data-file-width=""92"" height=""27"" src=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/20px-Battle_Planet_Helix_Symbol.png"" srcset=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/30px-Battle_Planet_Helix_Symbol.png 1.5x, /images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/40px-Battle_Planet_Helix_Symbol.png 2x"" width=""20""/></a>.
</td>"
68,"<td colspan=""3"">Destroy an <a href=""/wiki/Evo_Card"" title=""Evo Card"">Evo Card</a>.
</td>"
69,"<td colspan=""3"">Play a <a href=""/wiki/Hero_Card"" title=""Hero Card"">Hero</a> that costs 3 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> or less for free.
</td>"
70,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Shield"" title=""Shield""><img alt=""Battle Planet Shield Symbol.png"" data-file-height=""125"" data-file-width=""93"" height=""27"" src=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/20px-Battle_Planet_Shield_Symbol.png"" srcset=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/30px-Battle_Planet_Shield_Symbol.png 1.5x, /images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/40px-Battle_Planet_Shield_Symbol.png 2x"" width=""20""/></a>.
</td>"
71,
72,"<td colspan=""3"">Make a <a href=""/wiki/Pyrus#Reboot"" title=""Pyrus""><img alt=""Pyrus"" data-file-height=""100"" data-file-width=""100"" height=""21"" src=""/images/thumb/6/6c/Bbp_pyrus.png/21px-Bbp_pyrus.png"" srcset=""/images/thumb/6/6c/Bbp_pyrus.png/32px-Bbp_pyrus.png 1.5x, /images/thumb/6/6c/Bbp_pyrus.png/42px-Bbp_pyrus.png 2x"" width=""21""/></a><span style=""padding-left: 0.25em;""> </span><a href=""/wiki/Pyrus#Reboot"" title=""Pyrus"">Pyrus</a> attack for 4 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>.
</td>"
73,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Shield"" title=""Shield""><img alt=""Battle Planet Shield Symbol.png"" data-file-height=""125"" data-file-width=""93"" height=""27"" src=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/20px-Battle_Planet_Shield_Symbol.png"" srcset=""/images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/30px-Battle_Planet_Shield_Symbol.png 1.5x, /images/thumb/6/6a/Battle_Planet_Shield_Symbol.png/40px-Battle_Planet_Shield_Symbol.png 2x"" width=""20""/></a> or <a href=""/wiki/Helix"" title=""Helix""><img alt=""Battle Planet Helix Symbol.png"" data-file-height=""125"" data-file-width=""92"" height=""27"" src=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/20px-Battle_Planet_Helix_Symbol.png"" srcset=""/images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/30px-Battle_Planet_Helix_Symbol.png 1.5x, /images/thumb/3/3e/Battle_Planet_Helix_Symbol.png/40px-Battle_Planet_Helix_Symbol.png 2x"" width=""20""/></a>.
</td>"
74,"<td colspan=""3"">Recharge your Energy cards.
</td>"
75,"<td colspan=""3""><a href=""/wiki/Stop"" title=""Stop""><img alt=""Battle Planet Stop Symbol.png"" data-file-height=""2232"" data-file-width=""2578"" height=""22"" src=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/25px-Battle_Planet_Stop_Symbol.png"" srcset=""/images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/38px-Battle_Planet_Stop_Symbol.png 1.5x, /images/thumb/f/fc/Battle_Planet_Stop_Symbol.png/50px-Battle_Planet_Stop_Symbol.png 2x"" width=""25""/></a> a Bakugan holding <a href=""/wiki/Flaming_Fist"" title=""Flaming Fist""><img alt=""Battle Planet FlamingFist Symbol.png"" data-file-height=""92"" data-file-width=""125"" height=""15"" src=""/images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/20px-Battle_Planet_FlamingFist_Symbol.png"" srcset=""/images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/30px-Battle_Planet_FlamingFist_Symbol.png 1.5x, /images/thumb/3/3a/Battle_Planet_FlamingFist_Symbol.png/40px-Battle_Planet_FlamingFist_Symbol.png 2x"" width=""20""/></a>.
</td>"
76,"<td colspan=""3"">When you open a Bakugan, you may draw a card.
</td>"
77,"<td colspan=""3"">When you open a Bakugan, it gets +3 <a href=""/wiki/Damage"" title=""Damage""><img alt=""Icon-damage.png"" data-file-height=""1967"" data-file-width=""2084"" height=""24"" src=""/images/thumb/7/7f/Icon-damage.png/25px-Icon-damage.png"" srcset=""/images/thumb/7/7f/Icon-damage.png/38px-Icon-damage.png 1.5x, /images/thumb/7/7f/Icon-damage.png/50px-Icon-damage.png 2x"" width=""25""/></a>.
</td>"
78,"<td colspan=""3"">When you open a Bakugan, it gets +100 <a href=""/wiki/B-Power"" title=""B-Power""><img alt=""Icon-power.png"" data-file-height=""2071"" data-file-width=""2133"" height=""15"" src=""/images/thumb/d/d1/Icon-power.png/15px-Icon-power.png"" srcset=""/images/thumb/d/d1/Icon-power.png/23px-Icon-power.png 1.5x, /images/thumb/d/d1/Icon-power.png/30px-Icon-power.png 2x"" width=""15""/></a>.
</td>"
79,"<td colspan=""3"">Your Hero cards cost 2 <a href=""/wiki/Energy"" title=""Energy""><img alt=""Battle Planet Energy Symbol.png"" data-file-height=""2758"" data-file-width=""2084"" height=""33"" src=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/25px-Battle_Planet_Energy_Symbol.png"" srcset=""/images/thumb/8/80/Battle_Planet_Energy_Symbol.png/38px-Battle_Planet_Energy_Symbol.png 1.5x, /images/thumb/8/80/Battle_Planet_Energy_Symbol.png/50px-Battle_Planet_Energy_Symbol.png 2x"" width=""25""/></a> less to play.
</td>"
